seed,task,subwindow_idx,sigma_mean,sigma_std,sigma_cv,n
42,TEX,15,0.021908236230309637,0.002504121010647364,0.11430043862604325,2520
42,TEX,16,0.021915087598331627,0.0024921646421215637,0.11371912756174836,2520
42,TEX,17,0.02196073791655224,0.0025271666661629967,0.11507658238834595,2520
42,TEX,18,0.02196464936640705,0.0024883602814617803,0.11328932412950343,2520
42,TEX,19,0.02197094239065394,0.002513261346602017,0.11439023879426834,2520
42,TEX,20,0.021982376326599884,0.0025202052290499337,0.11464662380474065,2520
42,TEX,21,0.0219529335764015,0.0025500382041372042,0.11615933675845447,2520
42,TEX,22,0.02191457953377967,0.0025349030005258374,0.11567198889754995,2520
42,TEX,23,0.02191235350873617,0.0025635233296480045,0.11698986731963598,2520
42,TEX,24,0.02190778719497815,0.002556198651384852,0.11667991060141396,2520
42,TEX,25,0.021892274849648986,0.0025585767571245335,0.11687121483245753,2520
42,TEX,26,0.021876926787034977,0.0025407752488168333,0.11613949589677215,2520
42,TEX,27,0.021879001970343766,0.002558174211248966,0.11692371593167199,2520
42,TEX,28,0.02192669877531155,0.002561115728511984,0.11680352590950363,2520
42,TEX,29,0.02198974034150264,0.0025723588788155102,0.11697995696477294,2520
42,TEX,30,0.021976308714568852,0.0025746922307326127,0.11715762934408364,2520
42,TEX,31,0.02196260546334088,0.0026076400310678836,0.1187309053755236,2520
42,TEX,32,0.021964184287935496,0.0025988252334886155,0.11832104481640596,2520
42,TEX,33,0.0219820516268974,0.002604136810711617,0.11846650416948235,2520
42,TEX,34,0.021953571466581216,0.002574438773036416,0.11726742397952657,2520
42,TEX,35,0.02195918664395336,0.0025650839901895216,0.11681142984846564,2520
42,TEX,36,0.02197085041109295,0.002567943483742864,0.11687956704881686,2520
42,TEX,37,0.021967292309827392,0.002574007153090331,0.11717453005980218,2520
42,TEX,38,0.021989398917168498,0.0025892440220579233,0.11774964981131607,2520
42,TEX,39,0.022011638195845225,0.0025888346459052025,0.1176120842470441,2520
42,TEX,40,0.022023375092133406,0.002581999886711812,0.11723906421745883,2520
42,TEX,41,0.022029298366165705,0.00258735493159413,0.11745062818559801,2520
42,TEX,42,0.022023615960977853,0.0025528420898529437,0.11591384876925528,2520
42,TEX,43,0.02202892585967978,0.0025681764648799936,0.11658201045474513,2520
42,TEX,44,0.022030145046301186,0.002559788128201939,0.1161947923094461,2520
42,TEX,45,0.022060502476487606,0.002602696924647887,0.11797994752938552,2520
42,TEX,46,0.02209177022459843,0.0025601342800962417,0.11588633477844251,2520
42,TEX,47,0.02204726086375082,0.0025883556237044727,0.11740032649407883,2520
42,TEX,48,0.022035347148480395,0.002537198370470216,0.11514220099977807,2520
42,TEX,49,0.021984478459870886,0.0025201045965118104,0.11463108397644521,2520
42,TEX,50,0.022011496241219224,0.002536119903225174,0.11521796952975777,2520
42,TEX,51,0.022022672890064616,0.002540517113376107,0.11535916307971157,2520
42,TEX,52,0.022009266010810814,0.0025517995771612762,0.11594205712756837,2520
42,TEX,53,0.021966244997678415,0.0025561631790450975,0.11636778062501148,2520
42,TEX,54,0.021967229968868195,0.002529031849126064,0.11512748092090765,2520
42,TEX,55,0.021953380997440528,0.002555546768453545,0.11640789037239811,2520
42,TEX,56,0.02193151649479414,0.0025576855455926775,0.11662146328092689,2520
42,TEX,57,0.021968805625857343,0.0025579329054530235,0.11643477342447464,2520
42,TEX,58,0.021969670448673977,0.0025869240655585625,0.11774978926525961,2520
42,TEX,59,0.021994165722872057,0.0025822424219737188,0.11740579090428545,2520
42,TEX,60,0.021988265089956778,0.0025686094876000492,0.11681728763463341,2520
42,TEX,61,0.02195760940999857,0.0025485686662810405,0.11606767470417476,2520
42,TEX,62,0.021985253172423985,0.0025558730164738017,0.11625397244365705,2520
42,TEX,63,0.02200937732196753,0.0025753355764485627,0.11701083309967719,2520
42,TEX,64,0.022062063164314225,0.0025715433814043048,0.1165595149579583,2520
42,TEX,65,0.022030739638111776,0.002547011334235419,0.11561170328704043,2520
42,TEX,66,0.022029782545619776,0.00253032738185289,0.11485938985612003,2520
42,TEX,67,0.02206143448277125,0.0025224968088182276,0.11433965505679863,2520
42,TEX,68,0.022080671286491292,0.0025633210918322084,0.1160889113638687,2520
42,TEX,69,0.02211558840547999,0.002569764700268888,0.11619698527361497,2520
42,TEX,70,0.02209833380322726,0.002574991961926282,0.1165242585642465,2520
42,TEX,71,0.02205596011952453,0.002552965738714597,0.1157494720193406,2520
42,TEX,72,0.022052797264168186,0.0025840287669976446,0.11717464846041209,2520
42,TEX,73,0.022044770912607273,0.0025765224064244565,0.11687680568959592,2520
42,TEX,74,0.022003217177495125,0.0025517382913140753,0.11597114507073045,2520
42,TEX,75,0.022010495531047503,0.002588193097461983,0.11758904263700637,2520
42,TEX,76,0.022025099727842543,0.0025421470859848163,0.11542045745069736,2520
42,TEX,77,0.022016244078986346,0.0025421653304103617,0.11546771198983755,2520
